image_id,scab,healthy,frog_eye_leaf_spot,rust,complex,powdery_mildew,label
92a2438695cfa7f4.jpg,1,0,1,0,1,0,scab frog_eye_leaf_spot complex
933608dafd35c08f.jpg,0,1,0,0,0,0,healthy
e5819e8cb819e667.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
b9aed2e02cf2be80.jpg,1,0,0,0,0,0,scab
c088ad5abdb7113b.jpg,1,0,0,0,0,0,scab
e8acc52aa33321fb.jpg,0,0,0,1,0,0,rust
876b8b130b19578f.jpg,1,0,0,0,0,0,scab
a9bf3d501ab31523.jpg,0,1,0,0,0,0,healthy
d743c127828edcf4.jpg,1,0,0,0,0,0,scab
ae95c30fcd622c71.jpg,1,0,0,0,0,0,scab
ebdea0605562bd07.jpg,0,0,0,0,0,1,powdery_mildew
dd449004b20ffedd.jpg,0,1,0,0,0,0,healthy
fcfe8de21f00a0e4.jpg,0,1,0,0,0,0,healthy
afa1d78b438344e6.jpg,0,1,0,0,0,0,healthy
89cf47e1ba7046a9.jpg,0,0,0,0,1,0,complex
e6deef6e162c1208.jpg,1,0,0,0,0,0,scab
b4e9b2d80df9d80c.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
ddf4b843459ea10d.jpg,0,0,0,0,0,1,powdery_mildew
c4dbc6c5aa6985d8.jpg,0,0,0,1,0,0,rust
a885ec0de22af33e.jpg,1,0,0,0,0,0,scab
95df116a2a61fc29.jpg,0,1,0,0,0,0,healthy
84c0d4d517ff6265.jpg,1,0,0,0,0,0,scab
f87cc0d03e9e3616.jpg,0,1,0,0,0,0,healthy
9f227a89b64a42f9.jpg,0,1,0,0,0,0,healthy
8ab7cafa03db6105.jpg,0,1,0,0,0,0,healthy
ddb4bca0c9be6824.jpg,0,0,0,1,0,0,rust
a56dd542a9aaa9aa.jpg,0,1,0,0,0,0,healthy
8492e1cd9b3a25af.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
839b6a7a21adaf14.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
b0e182fffb213898.jpg,0,1,0,0,0,0,healthy
d58631dd20bec536.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
96b3628e46c26ea7.jpg,1,0,0,0,0,0,scab
854b9969503d1f1f.jpg,0,1,0,0,0,0,healthy
e8a0cf3c756b6149.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
f50942b44df11f69.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
bf4ad689c1ee4a44.jpg,0,1,0,0,0,0,healthy
f2c798246a0a9bdd.jpg,0,0,0,1,0,0,rust
a195580adef2b396.jpg,0,0,0,0,0,1,powdery_mildew
f0c231b79f19cc70.jpg,1,0,0,0,0,0,scab
d8e06ae3a507fe50.jpg,1,0,0,0,0,0,scab
aafac7c0582798d9.jpg,0,0,0,1,0,0,rust
d287871eedf8c848.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
f1a5cec0c1f52e43.jpg,0,1,0,0,0,0,healthy
b9e5c39f99129294.jpg,0,0,0,0,1,0,complex
b0d9c859ec2936ba.jpg,0,1,0,0,0,0,healthy
ad8c9bb81ee0d4b4.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
a8a595d28acbf38c.jpg,1,0,0,0,0,0,scab
d4113d18c6c1ed7e.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
83c2939deb266572.jpg,0,0,0,1,0,0,rust
af87e4c505c315f1.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
c1d13635371be1b8.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
c8c5d76fc4e81742.jpg,0,1,0,0,0,0,healthy
f66b696596d48c82.jpg,0,0,0,1,0,0,rust
fc7984f0ca40fd0e.jpg,1,0,0,0,0,0,scab
cbfe3da4062e2c86.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
ff12a0fb73c06261.jpg,1,0,0,0,0,0,scab
88eb2ed51acb61c9.jpg,1,0,0,0,0,0,scab
d8b960f02a731ed5.jpg,1,0,0,0,0,0,scab
8bccd47e68352c3c.jpg,1,0,0,0,0,0,scab
f287c39c9f702332.jpg,1,0,0,0,0,0,scab
a758ea6f48a719a2.jpg,0,1,0,0,0,0,healthy
d1996e659bc04765.jpg,1,0,0,0,0,0,scab
f8dfd48a80571fa0.jpg,1,0,0,0,0,0,scab
99037c7788671fc1.jpg,1,0,0,0,0,0,scab
a0c0c2dad98d5ebd.jpg,0,1,0,0,0,0,healthy
dea69e9dd5604a42.jpg,1,0,0,0,0,0,scab
9e96e807cbe8b690.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
f565c69a38d9a123.jpg,0,0,0,0,1,0,complex
d3b089e760db2f06.jpg,0,0,0,0,1,0,complex
8ec07e85435eaf52.jpg,1,0,0,0,0,0,scab
e1eade2d72242687.jpg,1,0,0,0,0,0,scab
abfbe4d0b6413681.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
d4babd82dc8ea08d.jpg,0,1,0,0,0,0,healthy
a78a19ee69e67142.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
9068d8d07d787765.jpg,0,0,0,1,0,0,rust
dadf676474f08203.jpg,0,1,0,0,0,0,healthy
a59497a1da8a49de.jpg,0,0,0,0,0,1,powdery_mildew
a02cc3cfed653293.jpg,0,0,1,0,1,0,frog_eye_leaf_spot complex
ba55411ee833ce3a.jpg,0,0,0,0,0,1,powdery_mildew
858d1d24f0f7a365.jpg,0,0,0,0,1,0,complex
c7d0d8d47d2634e4.jpg,0,0,1,0,1,0,frog_eye_leaf_spot complex
fbd2c0ad0e7f2920.jpg,0,1,0,0,0,0,healthy
ded0a0c1e3b2fd03.jpg,0,0,0,0,1,0,complex
c0e95ade9850d7c6.jpg,1,0,1,0,1,0,scab frog_eye_leaf_spot complex
ddc358e20a6bc89d.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
8db3c8abe2745554.jpg,0,1,0,0,0,0,healthy
8c4e87ce6d816ec3.jpg,0,0,0,0,0,1,powdery_mildew
d07d3e869ba12c8e.jpg,1,0,0,0,0,0,scab
fc09fcc0cfe005e6.jpg,0,1,0,0,0,0,healthy
8f87b434303bfa54.jpg,1,0,0,0,0,0,scab
b6b6e0457515c85b.jpg,0,0,0,1,0,0,rust
eda692cf6d844278.jpg,1,0,1,0,1,0,scab frog_eye_leaf_spot complex
e1efc41c2a2ae96c.jpg,0,1,0,0,0,0,healthy
8acd25962f9555b8.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
ada289cbce9a6649.jpg,0,0,0,0,1,0,complex
82c13fd0b41f78f8.jpg,0,0,0,0,0,1,powdery_mildew
ddba21d2a1257aa6.jpg,0,0,0,0,1,0,complex
8989ba6ac1c3eae9.jpg,0,0,0,0,0,1,powdery_mildew
86b51ecfc08cde83.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
feb5c2f103819c47.jpg,0,0,0,0,0,1,powdery_mildew
fdecdb612189a582.jpg,0,1,0,0,0,0,healthy
afcf958fcaca0109.jpg,0,1,0,0,0,0,healthy
f4e402c49407fde7.jpg,0,1,0,0,0,0,healthy
b94a0f82fc7a702d.jpg,0,0,0,0,0,1,powdery_mildew
ec9bd7f19c411268.jpg,1,0,0,0,0,0,scab
b5c19fa54970e453.jpg,0,0,0,1,0,0,rust
edce83cc07311a9b.jpg,0,0,0,0,0,1,powdery_mildew
e3bf47603e033943.jpg,0,1,0,0,0,0,healthy
c1af2e91a6d83c1e.jpg,1,0,0,0,0,0,scab
e96085be3e916596.jpg,0,0,0,0,1,0,complex
ba177089fe11872e.jpg,0,0,0,1,0,0,rust
d88983e16657a6b3.jpg,0,1,0,0,0,0,healthy
f0174b492fbca351.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
df8243408babbb71.jpg,1,0,0,0,0,0,scab
e09db8a3eecc22c5.jpg,0,1,0,0,0,0,healthy
a4d6ce888f4b0b7a.jpg,0,1,0,0,0,0,healthy
c1da3a00176f396f.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
ba2090ba17da1f7c.jpg,0,1,0,0,0,0,healthy
d0af8a1bd4b5c8cc.jpg,0,1,0,0,0,0,healthy
95e2e5fad05508ab.jpg,0,0,0,0,1,0,complex
fbc483ae483edc90.jpg,0,0,0,0,1,1,powdery_mildew complex
c21f23da05de2a2f.jpg,1,0,0,0,0,0,scab
a56ffa4aca4e024e.jpg,0,1,0,0,0,0,healthy
fdb5c08b16342d71.jpg,0,0,0,0,1,0,complex
b4a6f252cabbc912.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
b66a9196a4db8ba2.jpg,0,1,0,0,0,0,healthy
e88f11b3c3439cad.jpg,0,0,0,1,0,0,rust
83cbdf3a6cd03606.jpg,0,1,0,0,0,0,healthy
b5aab0d5914abb98.jpg,0,0,0,0,1,0,complex
bf125b87c16b843c.jpg,0,1,0,0,0,0,healthy
83e1bc9ee0f07865.jpg,0,1,0,0,0,0,healthy
94f070819b9abaed.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
84da4422ffc73b62.jpg,1,0,0,0,0,0,scab
f020c3d2bde53c56.jpg,0,1,0,0,0,0,healthy
b3dd0f2652724707.jpg,0,0,1,1,0,0,rust frog_eye_leaf_spot
be7ef6d45ac18401.jpg,0,0,0,0,1,0,complex
f4504bbdd22f450b.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
a065c7a60d07e7ec.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
cad4aef68af20652.jpg,1,0,0,0,0,0,scab
ec5a9ebc11d1351c.jpg,0,1,0,0,0,0,healthy
b4f892f53f4e2086.jpg,0,1,0,0,0,0,healthy
e4e7b4a5a6b2a382.jpg,1,0,0,0,0,0,scab
8ba3258175d570e7.jpg,1,0,0,0,0,0,scab
af76d22ad212a0db.jpg,1,0,0,0,0,0,scab
c5fc06637ad88c95.jpg,1,0,0,0,0,0,scab
ae3c85d25273b9c2.jpg,0,0,1,0,1,0,frog_eye_leaf_spot complex
af1012d9bf05456f.jpg,0,1,0,0,0,0,healthy
ebe6e03a7470d055.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
a8dd9f783d32c070.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
850f988179efaf03.jpg,0,1,0,0,0,0,healthy
d502adf64b235aa5.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
d02267967c57259d.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
efce028787c34f84.jpg,0,1,0,0,0,0,healthy
923ccbd2071dead1.jpg,0,0,0,0,1,0,complex
e18c947f337964a1.jpg,0,0,1,0,1,0,frog_eye_leaf_spot complex
bda896530a3d7855.jpg,0,0,0,1,0,0,rust
b3f5b7cb8281160e.jpg,0,0,0,1,0,0,rust
9a74cb69ca3b6438.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
ad6bc2f4059070fd.jpg,1,0,0,0,0,0,scab
b692f2a6206961fb.jpg,0,1,0,0,0,0,healthy
f48f8b6483671fc0.jpg,1,0,0,0,0,0,scab
f1252cee28782af9.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
a9f1910b7e6c12b6.jpg,0,0,0,0,1,0,complex
acc48666cbc78fa4.jpg,1,0,0,0,0,0,scab
a566da96749b9226.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
cf80713ec2e42f87.jpg,0,0,0,0,1,0,complex
bce16a82970ccf35.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
84da779c55665c31.jpg,0,0,0,0,0,1,powdery_mildew
9dc199c785569e16.jpg,1,0,0,0,0,0,scab
a49e9694ba2d2af2.jpg,1,0,0,0,0,0,scab
d0b02a1ad0dd7b9e.jpg,0,0,0,1,0,0,rust
d5faa4c0cacbc84d.jpg,1,0,0,0,0,0,scab
d70a7439323065f7.jpg,1,0,0,0,0,0,scab
b5fc90d457c3220f.jpg,0,1,0,0,0,0,healthy
c3bb09357832f0f2.jpg,1,0,0,0,0,0,scab
bbdfd088d8b103a3.jpg,1,0,0,0,0,0,scab
9a76aa9da3592d11.jpg,0,0,0,1,0,0,rust
e4d4872973870bda.jpg,0,0,0,1,0,0,rust
e305d654ade3e41a.jpg,0,1,0,0,0,0,healthy
d49bd7ccb6344c42.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
a1e386fc4c8965d5.jpg,0,0,0,0,1,0,complex
eb9f863dc248d560.jpg,0,1,0,0,0,0,healthy
bfdab2dac2c460a2.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
e0a14bd6f4e1278e.jpg,0,1,0,0,0,0,healthy
c5fc3e8592378d0a.jpg,0,0,0,0,0,1,powdery_mildew
a72ce33a86f60be0.jpg,0,1,0,0,0,0,healthy
e8e8d2994d974553.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
faca978fda90d011.jpg,0,1,0,0,0,0,healthy
adadc2239aa26d9a.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
